,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf,,
535,White,1,43,3.3,FW,1.82,0.851785714,1,,
536,White,1,42,3.6,NE,1.39,0.867857143,1,,
537,White,1,48,3.7,GL,1.26,0.952380952,1,,
538,White,2,33,2.5,MS,-0.32,0.650595238,1,,
539,White,1,40,3.8,FW,-0.18,0.861904762,1,,
540,White,1,38.5,3.4,FW,-0.74,0.805059524,1,,
541,White,1,40,3.6,FW,0.09,0.842857143,1,,
542,Asian,1,44,3,FW,-0.9,0.835714286,1,,
543,White,1,41,3.6,FW,-0.06,0.855357143,1,,
544,Asian,1,43,3.3,FW,-0.16,0.851785714,0,,
545,Asian,2,47,3.4,FW,1.22,0.911309524,1,,
546,White,2,43,3.4,FW,0.56,0.861309524,1,,
547,White,1,42,3.6,FW,1.45,0.867857143,1,,
548,White,2,38,3.9,FW,0.6,0.846428571,1,,
549,White,1,35.5,2.5,MS,-0.24,0.681845238,1,,
551,White,1,37,3.7,FW,1.04,0.814880952,1,,
552,White,1,42,3.5,FW,0.69,0.858333333,1,,
553,Hispanic,1,46,3.1,FW,-0.57,0.870238095,1,,
554,White,2,42,3.6,FW,-0.92,0.867857143,1,,
555,White,2,45,3.3,FW,0.6,0.876785714,1,,
556,Other,1,40,3.7,FW,-0.66,0.852380952,1,,
557,Other,1,38,3.6,FW,-0.22,0.817857143,1,,
558,White,2,42,3.1,FW,-0.41,0.820238095,1,,
559,White,2,43,3.2,FW,-1.07,0.842261905,1,,
560,White,2,31,2.6,MS,-0.43,0.635119048,0,,
561,Asian,1,42,3.7,FW,1.22,0.877380952,1,,
562,White,2,39,3.7,FW,-1.5,0.839880952,0,,
563,White,2,47,3.1,FW,1.32,0.882738095,1,,
565,White,1,41,3.8,FW,-0.51,0.874404762,1,,
566,White,2,33,3.6,FW,-0.99,0.755357143,1,,
567,White,1,42,3.4,FW,-0.08,0.848809524,1,,
568,White,1,46,3.3,FW,1.04,0.889285714,1,,
569,White,2,32.3,3.3,MS,-0.71,0.718035714,1,,
570,White,1,37,3.5,FW,-1.69,0.795833333,0,,
571,Asian,1,41,3.6,NE,0.85,0.855357143,1,,
573,White,1,39,3.9,FW,-0.35,0.858928571,1,,
574,White,2,42,3.4,FW,-0.16,0.848809524,1,,
575,Black,2,28.5,2.4,FW,-1.54,0.584821429,0,,
576,White,2,44,3.6,FW,0.77,0.892857143,1,,
577,White,2,40,3.6,FW,0.67,0.842857143,1,,
578,Hispanic,2,37,2.5,FW,-1.67,0.700595238,0,,
579,White,2,39,3.7,FW,1.37,0.839880952,1,,
580,White,1,28.5,2.6,MS,-0.95,0.603869048,1,,
581,White,2,44,3.2,FW,-1.69,0.854761905,0,,
582,White,2,40,3.4,FW,0.69,0.823809524,1,,
583,White,1,46,3,FW,0.95,0.860714286,1,,
584,White,1,42,3.7,FW,1.14,0.877380952,1,,
585,White,2,40,3.7,FW,-0.22,0.852380952,1,,
586,White,1,41,3.6,FW,0.36,0.855357143,1,,
587,White,1,46,3.5,FW,2.11,0.908333333,1,,
589,Black,2,42,2.5,FW,-0.59,0.763095238,1,,
591,White,2,37,3,MS,1.72,0.748214286,1,,
594,White,2,39,2.9,MS,1.67,0.763690476,1,,
595,White,1,31,2.5,MS,0.02,0.625595238,1,,
597,White,1,36,2.9,MS,-0.78,0.726190476,1,,
599,White,1,32.5,3.3,FW,0.56,0.720535714,1,,
600,White,2,35,2.3,MS,0.95,0.656547619,1,,
601,White,2,41,2.9,MS,0.74,0.788690476,1,,
602,White,2,30.3,2.9,MS,-0.59,0.654940476,1,,
603,White,2,37,3.2,MS,-0.32,0.767261905,1,,
604,White,2,36,3.8,FW,0.99,0.811904762,1,,
606,White,2,36,3.1,MS,-0.37,0.745238095,1,,
607,White,2,39,2.9,MS,0.49,0.763690476,1,,
609,White,1,29.3,3.2,MS,-0.88,0.671011905,1,,
610,White,1,35,3.2,MS,-0.86,0.742261905,1,,
611,White,1,33.5,3.3,MS,0.03,0.733035714,1,,
613,White,2,34,3.4,MS,-0.94,0.748809524,1,,
615,White,1,38,2.8,SE,-0.58,0.741666667,1,,
616,White,2,37,2.5,MS,0.14,0.700595238,1,,
617,White,1,34.3,2.8,MS,-0.55,0.695416667,1,,
618,White,1,41,2.8,MS,0.66,0.779166667,1,,
620,White,2,26,3.5,MS,0.72,0.658333333,1,,
622,White,1,36,2.9,MS,-0.48,0.726190476,1,,
623,White,2,34,2.8,MS,-0.16,0.691666667,1,,
624,White,2,38,2.7,MS,1.15,0.732142857,1,,
625,White,2,38,2.6,MS,-0.78,0.722619048,1,,
626,White,2,35,2.9,MS,0.22,0.713690476,1,,
628,White,1,35,3.5,MS,1.08,0.770833333,1,,
631,White,1,46,2.7,MS,0.8,0.832142857,1,,
632,White,1,35,3,MS,0.53,0.723214286,1,,
633,White,2,33,2.1,MS,-0.62,0.6125,1,,
634,White,2,35,3.2,MS,0.92,0.742261905,1,,
635,White,1,28,3.3,MS,0.37,0.664285714,1,,
637,White,2,36,2.9,MS,0.28,0.726190476,1,,
638,White,1,35,2.9,MS,0.09,0.713690476,1,,
639,White,1,32,3.8,MS,-0.39,0.761904762,1,,
640,White,1,32,2.9,MS,0.68,0.676190476,1,,
641,White,2,40,3.3,MS,0.34,0.814285714,1,,
642,White,1,31,3.9,MS,0.14,0.758928571,1,,
643,White,2,35,3.6,MS,-0.33,0.780357143,1,,
644,White,1,32,3.1,MS,-0.9,0.695238095,1,,
646,Black,1,29,2.5,MS,-0.25,0.600595238,0,,
647,White,2,35,2.8,SC,-1.24,0.704166667,0,,
648,White,1,40,3.4,Mt,1.86,0.823809524,1,,
649,Black,1,34,3.3,NE,1.75,0.739285714,1,,
650,Black,2,27,3.5,NE,-0.93,0.670833333,1,,
651,Black,1,30,3.3,NE,0.29,0.689285714,1,,
653,Black,2,31,2.2,NE,0.21,0.59702381,0,,
654,Black,1,23.3,2.7,MS,-1.56,0.548392857,0,,
655,Asian,2,30.7,1.9,NE,-0.02,0.564702381,0,,
656,Black,1,29,3.2,NE,1.12,0.667261905,1,,
657,Black,1,33,2.3,MS,0.16,0.631547619,1,,
658,Asian,1,29,2.7,NE,0.16,0.619642857,0,,
659,Black,1,39,3.2,MS,1.03,0.792261905,1,,
660,Black,1,32.5,2.6,MS,1.94,0.653869048,1,,
662,Black,2,32,2.9,SE,-0.57,0.676190476,0,,
663,Black,2,31,3.1,NW,0.62,0.682738095,1,,
664,White,2,37,3,NG,-0.04,0.748214286,1,,
665,White,1,30.5,3,MS,0.77,0.666964286,1,,
666,Black,1,27,2.8,SE,-1.06,0.604166667,0,,
667,Black,2,36,2.6,NE,0.41,0.697619048,1,,
668,Black,2,29,2.1,NE,-0.56,0.5625,1,,
669,White,1,36,3.3,MS,0.55,0.764285714,1,,
670,Asian,1,30,2.8,MS,0.05,0.641666667,0,,
672,Black,1,32.5,2.1,NE,0.76,0.60625,1,,
674,White,2,23.5,3.6,MS,0.69,0.636607143,1,,
675,Black,1,31,2.9,NE,-0.9,0.663690476,0,,
676,Black,1,31,3.1,FW,-0.62,0.682738095,1,,
680,Black,2,30,2.7,NE,1.14,0.632142857,1,,
681,Black,2,31,2.9,GL,-1.69,0.663690476,0,,
682,Black,2,29,2.7,MS,-1.03,0.619642857,0,,
683,Black,2,28,2.8,NE,-0.09,0.616666667,1,,
684,White,2,40,1.7,NE,0.52,0.661904762,1,,
685,Hispanic,1,29,3.6,NE,-0.58,0.705357143,0,,
686,Hispanic,2,29,2.5,NE,0.56,0.600595238,1,,
687,Black,1,34,3.3,NE,-1.24,0.739285714,1,,
688,Black,2,30,3.4,NE,0.71,0.698809524,1,,
689,Black,1,28.5,2.2,FW,-0.31,0.56577381,0,,
690,Black,1,36,2.2,MS,-0.55,0.65952381,0,,
691,Black,2,31,2.8,GL,0.02,0.654166667,1,,
693,Black,1,31,2.2,NE,-0.48,0.59702381,0,,
695,White,2,35,2.3,NG,1.69,0.656547619,1,,
696,Black,1,35,3.2,MS,0.78,0.742261905,1,,
700,Black,1,34,3.2,NE,0.97,0.729761905,1,,
701,Asian,2,30,2.8,NE,-0.69,0.641666667,0,,
703,Black,1,32,3.4,MS,0.1,0.723809524,1,,
704,White,1,37,2.7,NG,-0.64,0.719642857,1,,
705,White,2,34.5,1.9,MS,-0.93,0.612202381,1,,
706,White,2,36,2.7,MS,0.78,0.707142857,1,,
708,Black,1,26,3.6,NE,0.03,0.667857143,0,,
710,Black,1,34,3.1,NG,-0.35,0.720238095,1,,
711,White,2,28,3.9,MS,0.6,0.721428571,1,,
712,Black,1,26,2.9,NE,-0.14,0.601190476,1,,
713,Black,1,26.5,2.8,NG,-2.14,0.597916667,0,,
714,Black,2,37,1.9,MS,-0.96,0.643452381,0,,
715,Black,1,32,2.1,NE,-0.62,0.6,1,,
717,Black,1,20,2.7,MS,-0.93,0.507142857,0,,
718,White,2,31.5,2.4,SE,-0.06,0.622321429,0,,
719,Black,1,33,3.7,SE,-0.55,0.764880952,1,,
720,White,1,35,2.7,MS,-0.28,0.694642857,1,,
722,Black,2,31.5,2,NE,-0.68,0.58422619,1,,
724,Black,2,23.3,3.5,NE,0.21,0.624583333,1,,
725,Black,1,29,2.7,NG,-0.04,0.619642857,1,,
726,Black,2,32,2.2,NE,-0.91,0.60952381,0,,
727,White,2,39,2.5,MS,1.4,0.725595238,1,,
728,Black,1,33,2.2,NE,-1.41,0.62202381,1,,
729,White,1,33,3,NE,-0.72,0.698214286,0,,
730,Asian,1,31,2.7,GL,0.14,0.644642857,0,,
731,Black,1,29.5,2.4,NE,-0.17,0.597321429,1,,
732,Black,1,30,2.6,SC,0.89,0.622619048,0,,
733,Black,1,28,2.7,NE,-0.02,0.607142857,1,,
734,Black,2,29,2.6,SE,-1.18,0.610119048,0,,
735,White,1,30.3,2.5,SE,-0.43,0.616845238,1,,
736,Black,2,32,2.6,MS,-0.8,0.647619048,1,,
738,Black,2,26,3.1,FW,-0.05,0.620238095,0,,
740,Black,2,32,3,FW,1.22,0.685714286,1,,
741,Black,1,32,3.4,MS,-1.68,0.723809524,0,,
743,Black,1,39,2.2,MS,1.72,0.69702381,1,,
744,Black,1,29,2.6,GL,-1.36,0.610119048,1,,
745,Black,1,30,3.6,NE,-0.02,0.717857143,1,,
746,Black,1,36.5,2.9,NE,1.59,0.732440476,1,,
748,Black,1,24,2.7,MS,0.57,0.557142857,1,,
749,Black,2,32,3.5,NE,0.59,0.733333333,1,,
750,Black,1,35,2.3,NE,0.46,0.656547619,1,,
753,Black,1,39,3.4,SE,1.61,0.811309524,1,,
754,Other,1,25,3.6,SE,1.73,0.655357143,1,,
755,Black,1,32,3,NE,0.46,0.685714286,1,,
756,Black,1,34,2.9,NE,-0.36,0.701190476,1,,
758,Black,1,28,3,FW,1.09,0.635714286,0,,
759,Black,1,35,2.7,NE,-0.21,0.694642857,1,,
760,Asian,1,26.5,3.1,FW,-0.21,0.626488095,0,,
761,White,1,32,3,MS,0.88,0.685714286,1,,
762,Black,2,30,3.3,SE,1.39,0.689285714,1,,
763,Black,1,28,3.1,MS,2.23,0.645238095,1,,
764,Black,1,23.5,3.6,MS,-0.52,0.636607143,0,,
765,Black,2,39,2.9,MS,2.6,0.763690476,1,,
766,White,2,40,3.6,MS,0.24,0.842857143,1,,
768,Black,2,32,2.6,NE,1.44,0.647619048,1,,
769,White,1,35,2.8,MS,2.36,0.704166667,1,,
770,Black,1,30,2.5,Mt,0.18,0.613095238,1,,
771,Black,1,33,2.9,NE,0.44,0.688690476,1,,
772,Black,2,23,3.5,SE,0.8,0.620833333,1,,
773,Black,2,29,2.6,NE,-0.61,0.610119048,1,,
776,Black,1,32,2.7,NE,-1.04,0.657142857,1,,
777,White,1,35,3,MS,0.05,0.723214286,0,,
778,Black,2,27.5,2.4,NE,-0.45,0.572321429,1,,
780,Black,2,41,2.1,NE,0.71,0.7125,1,,
782,Black,2,30,2.5,NE,-0.69,0.613095238,1,,
783,Black,1,29,2.4,SE,0.49,0.591071429,1,,
784,Black,2,34,3.1,MS,1.52,0.720238095,1,,
786,Black,1,32,3.2,MS,1.14,0.704761905,1,,
787,Black,1,26,3,NE,1.49,0.610714286,1,,
788,Black,1,30,3.4,SE,-2.6,0.698809524,0,,
789,White,2,40,3.7,NE,-0.39,0.852380952,1,,
790,White,1,46,4,SC,1.12,0.955952381,1,,
791,White,2,44.5,3.6,GL,0.57,0.899107143,1,,
792,Black,2,33,3.3,GL,-0.82,0.726785714,1,,
793,White,2,47,3.7,NE,1.22,0.939880952,1,,
794,Black,2,35.5,3.6,MS,-0.75,0.786607143,1,,
795,White,2,45,3.1,MS,-0.82,0.857738095,1,,
796,White,2,41,3.2,MS,-1.21,0.817261905,1,,
797,White,1,42,4,MS,0.37,0.905952381,1,,
798,White,1,46,3.7,MS,1.55,0.927380952,1,,
799,White,1,46,2.6,MS,1.22,0.822619048,1,,
800,White,2,45,3.4,MS,-1.27,0.886309524,1,,
801,White,2,45,3.6,NG,1.59,0.905357143,1,,
802,White,1,48,3.6,SE,0.93,0.942857143,1,,
803,White,1,41,3.7,MS,0.19,0.864880952,1,,
804,White,1,41,3.6,MS,-0.46,0.855357143,1,,
805,White,1,45,3.6,MS,1.83,0.905357143,1,,
807,White,2,46,3.6,SC,0.87,0.917857143,1,,
808,White,2,45,3.8,MS,-1.31,0.924404762,0,,
809,White,2,45,3.4,SE,-2.96,0.886309524,1,,
810,White,1,43,3.8,Mt,-0.33,0.899404762,1,,
811,Other,1,41,3.4,NE,0.3,0.836309524,1,,
812,White,1,43,3.5,NE,-0.53,0.870833333,1,,
813,White,2,41,3.5,MW,-0.65,0.845833333,1,,
814,White,2,44,3.2,NG,2.33,0.854761905,1,,
815,Black,2,34,3.2,SC,-1.48,0.729761905,0,,
816,White,2,47,3.5,MS,0.62,0.920833333,1,,
817,Hispanic,2,45,3.9,MS,0.09,0.933928571,1,,
818,White,1,39,3.9,MS,0.23,0.858928571,1,,
819,White,1,45,3.7,FW,-1.47,0.914880952,0,,
820,White,2,34,3.6,NG,0.98,0.767857143,1,,
821,White,2,45,3.5,Mt,-1.14,0.895833333,1,,
822,White,2,39,3.8,MS,-0.27,0.849404762,1,,
825,White,2,42,3.6,NE,-0.54,0.867857143,1,,
826,White,1,39.5,3.6,NE,-0.09,0.836607143,1,,
827,Other,2,29.5,3.8,GL,-0.72,0.730654762,1,,
828,Black,1,28,3.1,MS,-1.24,0.645238095,1,,
829,White,2,42,3.1,NE,-0.57,0.820238095,1,,
830,Black,1,29,2.6,NG,-1.1,0.610119048,0,,
831,White,2,42,3.6,MS,-0.33,0.867857143,1,,
832,White,1,44,3.6,MS,-0.55,0.892857143,1,,
833,White,2,42,3.8,GL,0.28,0.886904762,1,,
834,White,1,40,3.3,NE,-0.78,0.814285714,1,,
835,White,1,42,3.6,NE,0.27,0.867857143,1,,
836,Black,1,34,3.7,NE,-1.87,0.777380952,1,,
837,White,1,44,3.6,NG,0.1,0.892857143,1,,
838,Black,1,24,3.9,MS,-1.21,0.671428571,1,,
839,Black,2,38,3.4,NE,-2.64,0.798809524,1,,
840,Black,1,36,3.5,NE,-0.91,0.783333333,1,,
842,White,1,46,3.6,GL,1.5,0.917857143,1,,
843,White,2,42,3,NE,-0.76,0.810714286,1,,
844,Hispanic,2,48,3.1,NE,0.99,0.895238095,1,,
845,Hispanic,1,41,3.7,FW,-0.94,0.864880952,0,,
846,White,2,37,3.6,NG,0.32,0.805357143,1,,
847,White,2,37,3.7,FW,-0.19,0.814880952,1,,
848,White,2,43,3.7,GL,-0.85,0.889880952,1,,
850,White,2,44,3.2,NG,-1.08,0.854761905,1,,
851,White,2,45,2.9,GL,0.52,0.838690476,1,,
852,White,1,41,3.2,NG,0.13,0.817261905,1,,
853,White,2,39,3.7,NE,0.38,0.839880952,1,,
854,White,2,41,3.9,NE,0.61,0.883928571,1,,
855,Asian,1,40.5,3.5,NE,-0.47,0.839583333,1,,
856,Hispanic,1,41,3.5,SE,-1.08,0.845833333,1,,
857,White,2,44,3.9,NE,0.54,0.921428571,1,,
858,White,2,45,3.2,NE,-0.15,0.867261905,1,,
859,White,1,39.5,3.7,NG,-0.72,0.846130952,1,,
860,White,2,42.5,3.7,NE,0.07,0.883630952,1,,
861,White,2,42,3.6,NE,-0.16,0.867857143,1,,
862,White,1,39,3.4,NE,0.1,0.811309524,1,,
863,White,1,44,3.2,NE,0.99,0.854761905,1,,
864,White,2,43,3.7,GL,0.77,0.889880952,1,,
865,White,2,44,3.7,NE,0.77,0.902380952,1,,
866,White,2,42,3.1,NG,-0.22,0.820238095,1,,
867,White,1,42,3.7,NE,-0.03,0.877380952,1,,
868,White,1,40.5,3.6,FW,0.45,0.849107143,1,,
869,White,2,42,3.8,NE,0.51,0.886904762,1,,
870,White,1,46,3.5,GL,-0.31,0.908333333,1,,
871,White,2,42,3.5,NE,0.2,0.858333333,1,,
872,White,1,44,3.8,NE,1.08,0.911904762,1,,
873,White,2,46,3.3,NE,1.72,0.889285714,1,,
874,White,1,46,3.4,GL,1.5,0.898809524,1,,
875,White,2,46,3.5,NE,0.51,0.908333333,1,,
876,White,2,41,3.8,FW,-1.36,0.874404762,1,,
877,White,1,44,3.7,NE,0.22,0.902380952,1,,
878,White,2,41,3.3,NE,-0.25,0.826785714,1,,
879,White,1,41,3.1,NE,-1.3,0.807738095,1,,
880,White,1,48,3.4,NG,1.44,0.923809524,1,,
881,Asian,2,41,3.4,FW,-0.92,0.836309524,1,,
882,Asian,1,37.5,3.6,FW,-0.82,0.811607143,1,,
883,White,1,48,3.7,NE,2.42,0.952380952,1,,
884,White,1,35,3.5,GL,-0.12,0.770833333,1,,
885,White,2,43,3.6,MS,0.93,0.880357143,1,,
886,White,1,40,3.9,NE,-0.12,0.871428571,0,,
887,White,2,44,3.2,GL,1.66,0.854761905,1,,
888,White,2,43,3.5,Mt,-0.6,0.870833333,1,,
889,White,1,44,3.4,MS,1.53,0.873809524,1,,
890,Mexican,1,31,3.4,GL,-1.65,0.711309524,1,,
891,White,2,41,3.7,FW,-1.84,0.864880952,0,,
892,White,1,41,3.4,NE,0.54,0.836309524,1,,
893,White,1,38,3.6,NE,0.26,0.817857143,1,,
894,White,2,42,3.6,NE,1.34,0.867857143,1,,
895,White,2,46,3.5,NE,0,0.908333333,1,,
896,Hispanic,1,40,3.9,NE,-0.63,0.871428571,1,,
897,White,2,37.7,3.4,NG,0.25,0.795059524,1,,
898,White,2,40,3.8,NE,0.48,0.861904762,1,,
899,White,1,40,3.7,NG,-0.16,0.852380952,1,,
900,White,2,42,3.9,Mt,-0.63,0.896428571,1,,
901,Puertorican,1,44,3.5,NE,0.67,0.883333333,1,,
902,White,2,41,3.4,NE,0.41,0.836309524,1,,
903,White,1,42,3.3,NE,-0.15,0.839285714,1,,
904,White,1,42,3.6,NG,1.63,0.867857143,1,,
905,Asian,1,41,3.7,NE,0.1,0.864880952,1,,
906,White,2,42,3.3,NE,1.18,0.839285714,1,,
907,White,1,42,3.5,GL,0.48,0.858333333,1,,
909,White,1,41,3.7,NE,0.04,0.864880952,1,,
911,White,2,46,3.1,NG,1.98,0.870238095,1,,
912,Asian,1,43,3.4,MS,-0.02,0.861309524,1,,
913,White,2,32.5,3.1,MS,-2.06,0.701488095,0,,
914,White,2,40,3.7,NE,-0.25,0.852380952,1,,
916,Asian,2,39,3.9,NE,-0.15,0.858928571,1,,
917,Asian,2,42,3.6,FW,1.69,0.867857143,1,,
918,White,1,38.5,3.6,NG,0.74,0.824107143,1,,
919,Asian,1,43,3.6,NE,0.86,0.880357143,1,,
920,White,2,39,3.5,NE,1.4,0.820833333,1,,
921,White,2,44,3.1,NG,0.93,0.845238095,1,,
922,White,2,41,3.4,NE,-0.6,0.836309524,1,,
923,White,1,43,3.4,NE,-0.6,0.861309524,1,,
924,White,1,41,3.6,NE,-1.71,0.855357143,1,,
925,White,2,44,3.3,MS,0.01,0.864285714,1,,
926,White,2,45,3.6,NE,0.9,0.905357143,1,,
927,White,2,41,3.6,NG,-0.22,0.855357143,1,,
928,White,2,41,3,NE,1.34,0.798214286,1,,
929,Mexican,2,32,3.3,NE,-1.01,0.714285714,0,,
930,White,1,40,3.8,NE,0.55,0.861904762,1,,
931,White,2,47,3.5,NE,-0.6,0.920833333,1,,
933,White,2,36,2.8,NE,-1.07,0.716666667,1,,
936,White,2,32,3.3,GL,-0.4,0.714285714,1,,
938,White,2,39,2.8,GL,-0.49,0.754166667,1,,
939,White,2,29.5,3.4,NE,0.92,0.692559524,1,,
940,Asian,2,37,3,FW,0.53,0.748214286,0,,
941,White,1,35,3.6,NE,1.78,0.780357143,1,,
943,White,2,29,3.3,GL,0.58,0.676785714,1,,
945,White,1,39,2.4,GL,-0.47,0.716071429,1,,
946,White,2,31,3.4,NE,0.46,0.711309524,1,,
948,White,1,39,3.7,GL,1.74,0.839880952,1,,
949,White,1,32,3.4,GL,-1.21,0.723809524,1,,
950,White,2,37,2.9,GL,-0.66,0.738690476,1,,
951,White,2,30,3.4,NE,-1.07,0.698809524,1,,
952,White,2,38,2.7,GL,-1.07,0.732142857,1,,
953,White,1,35,3.6,GL,-0.24,0.780357143,1,,
954,White,2,34.5,2.5,GL,0.74,0.669345238,1,,
955,White,2,38,2.5,GL,-0.91,0.713095238,1,,
957,Black,2,17.5,3.6,GL,-1.54,0.561607143,1,,
958,White,2,37,3,GL,0.51,0.748214286,1,,
959,White,1,43,4,GL,1.51,0.918452381,1,,
960,White,2,36,3.1,SE,0.51,0.745238095,1,,
961,White,2,36,2.3,NE,-0.21,0.669047619,1,,
962,White,2,41,2.5,GL,1.34,0.750595238,1,,
963,White,2,26,2.6,GL,0.2,0.572619048,1,,
964,White,2,39,2.8,GL,-0.05,0.754166667,1,,
965,Asian,1,36,3.4,GL,-0.63,0.773809524,1,,
966,White,2,37,2.6,GL,-1.24,0.710119048,1,,
967,White,2,36,2.6,GL,1.6,0.697619048,1,,
968,White,2,39,3.2,GL,-1.19,0.792261905,1,,
969,White,2,37,3.3,GL,0.78,0.776785714,1,,
970,White,2,39,2.7,NE,-1.03,0.744642857,1,,
971,White,1,33.5,3.4,GL,-0.54,0.742559524,1,,
972,White,2,36,3.2,GL,1.11,0.754761905,1,,
973,White,1,40,3.8,GL,1.71,0.861904762,1,,
974,White,1,40,3.8,GL,1.11,0.861904762,1,,
975,White,2,28,3.3,SE,-0.4,0.664285714,0,,
976,White,1,37,2.4,GL,0.34,0.691071429,1,,
977,White,2,35,3.1,MS,-0.49,0.732738095,0,,
978,White,1,35.5,2.1,NE,0.06,0.64375,1,,
982,White,2,38,3.3,GL,-0.73,0.789285714,1,,
983,White,2,36,3.2,NE,-0.47,0.754761905,1,,
986,White,2,28,3.3,MS,-0.91,0.664285714,1,,
987,White,1,36,2.9,GL,-0.91,0.726190476,1,,
989,White,1,37,2.6,GL,-0.75,0.710119048,1,,
992,White,1,36,2.6,NE,-0.52,0.697619048,0,,
993,White,1,34.5,3.3,GL,-0.82,0.745535714,1,,
995,White,2,36,3,GL,-0.33,0.735714286,1,,
996,White,1,35,3.7,GL,-0.49,0.789880952,1,,
997,White,2,38,3.3,GL,0.18,0.789285714,1,,
998,White,2,34.5,2.7,GL,0.39,0.688392857,1,,
999,White,2,38,3,GL,-0.08,0.760714286,1,,
1000,White,1,37,4,NE,1.88,0.843452381,1,,
1001,White,2,36,2.9,NE,-0.63,0.726190476,1,,
1003,White,1,39,3.7,GL,0.78,0.839880952,1,,
1004,White,1,41,3.6,GL,1.41,0.855357143,1,,
1005,White,2,37,2.6,GL,0.06,0.710119048,1,,
1006,White,2,42,2.6,Mt,0.53,0.772619048,1,,
1007,White,2,36,2.7,GL,-0.17,0.707142857,1,,
1008,White,2,39,3.5,NE,0.46,0.820833333,1,,
1009,White,1,35,3.4,NE,0.99,0.761309524,1,,
1010,White,2,31,3.8,NE,0.53,0.749404762,1,,
1011,White,1,33.5,3.5,GL,0.5,0.752083333,1,,
1012,White,2,43,2.7,NE,-0.13,0.794642857,1,,
1013,White,1,23,3,NE,-0.92,0.573214286,1,,
1014,White,2,38,3.3,NE,0.43,0.789285714,1,,
1015,Asian,2,29,2.9,MW,-0.56,0.638690476,1,,
1016,White,2,41,2.7,NE,-1.32,0.769642857,0,,
1017,Asian,2,35,2.6,MS,-0.49,0.685119048,1,,
1018,White,2,29.5,3.5,NE,-0.03,0.702083333,1,,
1019,Hispanic,2,36,2.8,NE,-1.98,0.716666667,1,,
1020,White,2,33,3.5,NE,-1.15,0.745833333,1,,
1021,Black,2,28.5,3,NE,-1.35,0.641964286,0,,
1022,White,2,40,3,NE,0.56,0.785714286,1,,
1023,White,1,39,3,NE,-0.53,0.773214286,1,,
1025,White,2,41,2.9,GL,0.37,0.788690476,1,,
1026,Asian,2,31,3.2,NE,0.4,0.692261905,1,,
1027,Black,2,29,2.6,GL,-0.86,0.610119048,1,,
1028,White,1,33,3.5,NE,0,0.745833333,1,,
1029,White,2,31,2.4,NE,-0.72,0.616071429,0,,
1030,White,2,37,3.3,NG,0.96,0.776785714,1,,
1031,White,2,33,3.4,NG,-0.56,0.736309524,1,,
1033,White,2,34,3.6,NE,0.13,0.767857143,1,,
1034,White,2,38,2.8,NE,1.32,0.741666667,1,,
1035,White,2,34,3.7,MS,0.6,0.777380952,0,,
1036,White,2,39,3.2,SE,0.56,0.792261905,1,,
1037,White,1,34,3.4,NE,-0.86,0.748809524,0,,
1038,White,1,37,2.9,NE,0.92,0.738690476,1,,
1039,Other,1,35,2.8,NG,-1.55,0.704166667,1,,
1040,Asian,1,37,3,Mt,0.56,0.748214286,1,,
1041,White,2,43,3.7,NE,2.11,0.889880952,1,,
1042,White,1,36,3.1,GL,0.46,0.745238095,1,,
1043,White,1,35,3.6,SE,0.33,0.780357143,1,,
1044,White,1,41,3.3,NE,-0.13,0.826785714,1,,
1045,White,2,38,3.3,Mt,1.32,0.789285714,1,,
1047,White,1,36,3.8,MS,-0.06,0.811904762,1,,
1048,Hispanic,2,37,3.3,NE,1.78,0.776785714,1,,
1049,Hispanic,1,32,3.1,NE,-1.38,0.695238095,1,,
1050,Asian,1,40,2.9,NE,-0.43,0.776190476,1,,
1051,White,2,37,3,NG,0.4,0.748214286,1,,
1052,White,2,42,3.2,Mt,-0.46,0.829761905,1,,
1053,White,1,39,2.8,NE,1.42,0.754166667,1,,
1054,White,2,37,3.3,NE,0.6,0.776785714,0,,
1055,White,2,37,2.6,GL,1.69,0.710119048,1,,
1056,White,1,34,3.4,MS,0.79,0.748809524,1,,
1058,White,2,37,3.5,NE,1.95,0.795833333,1,,
1059,White,2,36,3.4,NE,0.07,0.773809524,1,,
1060,White,2,38,3.6,NE,0.4,0.817857143,1,,
1062,Asian,2,39,2.5,NG,0.79,0.725595238,1,,
1063,White,2,38.5,3.3,NE,1.35,0.795535714,1,,
1064,Black,2,20.5,2.2,NE,-2.09,0.46577381,1,,
1065,Other,2,30,3.5,NE,0.33,0.708333333,1,,
1066,White,1,35,3.5,NE,0.07,0.770833333,1,,
1067,White,1,30,2.8,MS,0.2,0.641666667,1,,
1068,White,2,41,2.8,NE,0.56,0.779166667,1,,
1070,White,1,38,3.1,NE,0.3,0.770238095,1,,
1071,Black,1,32,3.3,NE,-1.19,0.714285714,0,,
1072,White,2,38.5,3.5,NE,0.69,0.814583333,1,,
1073,White,2,36,3.5,NE,-0.16,0.783333333,0,,
1075,Black,1,38,3.2,NE,0.79,0.779761905,1,,
1076,White,2,34,2.6,NE,1.05,0.672619048,1,,
1078,White,2,34,3.5,MS,-0.66,0.758333333,1,,
1079,Puertorican,1,32,2.5,SE,0.53,0.638095238,1,,
1080,White,2,40,3.1,NE,1.19,0.795238095,1,,
1081,White,2,44,3.1,SE,-0.43,0.845238095,1,,
